Impact ID,Gauge,RLOI_ID,Value,Units,ThresholdComment,Short Name,Description,Type,ObsFloodYear,ObsFloodMonth,Source,Longitude,Latitude
1000,Porter Brook at Sheffield Station,8340,1.96,mALD,"central bus station, Sheffield Properties begin to flood in this area when the gauge records a
level above 1.96",Property flooding Sheffield,Property flooding at Sheffield (centre),,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.466495,53.394691
1001,River Dearne at Darton,8240,2.36,mALD,Peak Level - 21 January 2008,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1002,River Dearne at Darton,8240,2.5,mALD,Peak Level - 06 July 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,July,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1003,River Dearne at Darton,8240,2.85,mALD,Peak Level - 15 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1004,River Dearne at Darton,8240,2.87,mALD,Peak Level - 25 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1005,River Dearne at Darton,8240,1.75,mALD,"Darton and Barugh Properties begin to flood in this area when the gauge records a
level above 1.75m",Proerty flooding Darton,"Property flooding at Darton, Barnsley",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.526775,53.588007
1006,River Dearne at Darton,8240,1.75,mALD,"Darton and Barugh Properties begin to flood in this area when the gauge records a
level above 1.75m",Property flooding Barugh Green,"Property flooding at Barugh Green, Barnsley",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.533817,53.569642
1007,River Dearne at Darton,8240,1.95,mALD,"Properties begin to flood due to backing up of the River Dearne
at Church Street.",Property flooding Church Street,"Property flooding on Church Street, Darton",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.529468,53.586272
1008,River Dearne at Barnsley,8015,0.98,mALD,Peak Level - February 2002,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2002,February,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1009,River Dearne at Barnsley,8015,1.3,mALD,Peak Level - June 1982,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,1982,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1010,River Dearne at Barnsley,8015,1.44,mALD,Peak Level - Autumn 2000,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2002,,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1011,River Dearne at Barnsley,8015,1.45,mALD,Peak Level - 21 January 2008,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1012,River Dearne at Barnsley,8015,1.63,mALD,Peak Level - 06 July 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,July,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1013,River Dearne at Barnsley,8015,2.33,mALD,Peak Level - 15 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1014,River Dearne at Barnsley,8015,2.75,mALD,Peak Level - 25 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1015,River Dearne at Cundy Cross,8062,3,mALD,Peak Level - 21 January 2008,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1016,River Dearne at Cundy Cross,8062,3.65,mALD,Peak Level - 07 July 2010,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2010,July,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1017,River Dearne at Cundy Cross,8062,3.18,mALD,"Burton Grange and Lundwood Properties begin to flood in this area when the gauge records a
level above 3.18",Property flooding Lundwood,"Property flooding at Lundwood, Barnsley",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.438704,53.561155
1018,River Dearne at Houghton,8101,0.98,mALD,Peak Level - February 2002,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2002,February,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1019,River Dearne at Houghton,8101,1.62,mALD,Peak Level - Autumn 2000,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2000,,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1020,River Dearne at Houghton,8101,1.62,mALD,Peak Level - 22 January 2008,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1021,River Dearne at Houghton,8101,1.68,mALD,Peak Level - 07 July 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,July,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1022,River Dearne at Houghton,8101,1.85,mALD,Peak Level - 16 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1023,River Dearne at Houghton,8101,2.11,mALD,Peak Level - 26 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1024,River Dearne at Darfield Bridge,8064,2.65,mALD,Peak Level - 07 July 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,July,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1025,River Dove at Worsbrough,8241,2.18,mALD,Peak Level - 06 July 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,July,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1026,Brook Dike at Wath upon Dearne,8254,1.44,mALD,Peak Level - 06 July 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,July,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1027,Brook Dike at Wath upon Dearne,8254,1.49,mALD,Peak Level - 21 January 2008,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1028,Brook Dike at Wath upon Dearne,8254,1.5,mALD,"Flooding occurs when the River overtops the left bank and floods
Wath Athletic Ground.",Property flooding Wath upon Dearne,Property flooding at Wath upon Dearne,Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.338242,53.5037
1029,River Dearne at Bolton Bridge,8027,2.44,mALD,Peak Level - 21 January 2008,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1030,River Dearne at Bolton Bridge,8027,2.52,mALD,Peak Level - 07 July 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,July,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1031,River Dearne at Bolton Bridge,8027,2.89,mALD,Peak Level - 16 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1032,River Dearne at Bolton Bridge,8027,3.54,mALD,Peak Level - 26 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1033,River Dearne at Bolton Bridge,8027,3.1,mALD,"Mexborough Road and Watermead Properties begin to flood in this area when the gauge records a
level above 3.10",Property flooding Mexborough Road,"Property flooding on Mexborough Road, Adwick upon Dearne",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.312187,53.512964
1034,River Dearne at Bolton Bridge,8027,3.1,mALD,"Mexborough Road and Watermead Properties begin to flood in this area when the gauge records a
level above 3.10",Property flooding Watermead,"Property flooding on Watermead, Bolton upon Dearne",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.312576,53.515356
1035,River Dearne at Bolton Bridge,8027,3.53,mALD,"Coniston Drive and Dearne Road Properties begin to flood in this area when the gauge records a
level above 3.53",Property flooding Coniston Drive,"Property flooding on Coniston Drive, Bolton upon Dearne",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.319478,53.515644
1036,River Dearne at Bolton Bridge,8027,3.53,mALD,"Coniston Drive and Dearne Road Properties begin to flood in this area when the gauge records a
level above 3.53",Property flooding Dearne Road,"Property flooding on Dearne Road, Bolton upon Dearne",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.32539,53.513222
1037,River Dearne at Bolton Bridge,8027,3.59,mALD,"Lowfield Road Properties begin to flood in this area when the gauge records a
level above 3.59",Property flooding Lowfield Road,"Property flooding on Lowfield Road, Bolton upon Dearne",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.304809,53.51734
1038,River Dearne at Adwick,8002,2.13,mALD,Peak level - 07 July 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,July,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1039,River Dearne at Adwick,8002,2.23,mALD,Peak Level - 16 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1040,River Dearne at Adwick,8002,2.77,mALD,Peak Level - 26 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1041,River Dearne at Adwick,8002,2.82,mALD,Onset of flooding at Harlington,Flooding at Harlington,"Flooding at Harlington, Doncaster",Location Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.276586,53.515481
1042,River Dearne at Adwick,8002,2.49,mALD,"Harlington Properties in this area begin to flood when the gauge records a
level above 2.49.",Property flooding Harlington,"Property flooding at Harlington, Doncaster",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.276586,53.515481
1043,River Went at Went Bridge,8245,1.71,mALD,Peak Level - August 2004,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2004,August,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1044,River Went at Went Bridge,8245,1.97,mALD,Peak Level - December 2002,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2002,December,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1045,River Went at Went Bridge,8245,2.06,mALD,Peak Level - 21 January 2008,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1046,River Went at Went Bridge,8245,2.26,mALD,Peak Level - 16 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1047,River Went at Went Bridge,8245,2.32,mALD,Peak Level - 07 July 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,July,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1048,River Went at Went Bridge,8245,2.82,mALD,Peak Level - 25 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1049,River Went at Went Bridge,8245,2.58,mALD,"Went bridge Properties begin to flood in this area when a level above the
defence height of 2.58m is recorded on the gauge",Property flooding Wentbridge,"Property flooding at Wentbridge, Pontefract",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.264422,53.649892
1050,River Went at Walden Stubbs,8210,1.39,mALD,Peak Level - 16 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1051,River Went at Walden Stubbs,8210,1.53,mALD,Peak Level - 22 January 2008,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1052,River Went at Walden Stubbs,8210,1.68,mALD,Peak Level - 07 July 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,July,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1053,River Went at Walden Stubbs,8210,1.82,mALD,Peak Level - Autumn 2000,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2000,,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1054,River Went at Walden Stubbs,8210,2.2,mALD,Peak Level - 26 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1055,River Went at Topham Ferry Bridge,9041,3.53,mALD,Peak Level 28 November 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,November,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1056,River Went at Topham Ferry Bridge,9041,3.56,mALD,Peak Level 23 December 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,December,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1057,River Went at Topham Ferry Bridge,9041,3.67,mALD,Peak Level 28 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1058,River Went at Went Outfall,8246,4.32,mALD,Peak Level - 23 January 2008,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1059,River Went at Went Outfall,8246,4.4,mALD,Peak Level - 23 December 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,December,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1060,River Went at Went Outfall,8246,4.53,mALD,Peak Level - 28 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1061,River Rother at Chesterfield St Augustines,9034,1.76,mALD,Peak Level - 15 January 2008,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1062,River Rother at Chesterfield St Augustines,9034,1.78,mALD,Peak Level - 16 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1063,River Rother at Chesterfield St Augustines,9034,1.98,mALD,Peak Level - August 2004,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2004,August,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1064,River Rother at Chesterfield St Augustines,9034,2.11,mALD,Peak Level - 25 November 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,November,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1065,River Rother at Chesterfield St Augustines,9034,2.99,mALD,Peak Level - 25 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1066,River Rother at Hady Hill,8091,1.78,mALD,Peak Level - February 2002,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2002,February,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1067,River Rother at Hady Hill,8091,2.22,mALD,Peak Level - August 2004,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2004,August,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1068,River Rother at Hady Hill,8091,2.39,mALD,Peak Level - 15 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1069,River Rother at Hady Hill,8091,2.77,mALD,Peak Level - 25 November 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,November,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1070,River Rother at Hady Hill,8091,3.05,mALD,"central chesterfield Properties begin to flood in this area when the gauge records a
level above 3.05.",Property flooding Chesterfield,Property flooding at Chesterfield (central),Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.422037,53.23773
1071,River Rother at Chesterfield Tapton Bridge,8296,1.87,mALD,Peak Level - August 2004,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,,,EMERGENCY RESPONSE PROCEDURES MANUAL,,
1072,River Rother at Chesterfield Tapton Bridge,8296,1.92,mALD,Peak Level - 15 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
