Impact ID,Gauge,RLOI_ID,Value,Units,"Gaugelocation (Longtitude, Latitude)","Location (Longtitude, Latitude)",ThresholdComment,Short Name,Description,Type,ObsFloodYear,ObsFloodMonth,Source
956,River Sheaf at Sheffield Centenary Works,8308,2.3,mALD,,"-1.483803,53.349607","Woodseats Road, Norton Hammer to Charlotte Road, Lowfield Properties begin to flood in this area when the gauge records a
level above 2.30",Property flooding Woodseats Road,"Property flooding on Woodseats Road, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
957,River Sheaf at Sheffield Centenary Works,8308,2.95,mALD,,"-1.487521,53.350819","Buttermere Close, Norton Hammer Properties begin to flood in this area when the gauge records a
level above 2.95 to 3.60",Property flooding Buttermere Close,"Property flooding on Buttermere Close, Norton Hammer",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
571,Walsden Water at Todmorden Salford,8310,1.54,mALD,"-2.101856,53.710539",,Peak Level - 15 November 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,November,EMERGENCY RESPONSE PROCEDURES MANUAL
572,Walsden Water at Todmorden Salford,8310,1.93,mALD,"-2.101856,53.710539",,Peak Level - 22 June 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,June,EMERGENCY RESPONSE PROCEDURES MANUAL
573,Walsden Water at Todmorden Salford,8310,3.09,mALD,"-2.101856,53.710539",,Peak level - 26 December 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,December,EMERGENCY RESPONSE PROCEDURES MANUAL
771,Alverthorpe Beck at Wakefield Grasmere Road,8311,0.33,mALD,"-1.529962,53.686013",,Peak Level - 15 November 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,November,EMERGENCY RESPONSE PROCEDURES MANUAL
772,Alverthorpe Beck at Wakefield Grasmere Road,8311,0.62,mALD,"-1.529962,53.686013",,Peak Level - 12 December 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,December,EMERGENCY RESPONSE PROCEDURES MANUAL
773,Alverthorpe Beck at Wakefield Grasmere Road,8311,1.04,mALD,"-1.529962,53.686013",,Peak Level - 22 June 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,June,EMERGENCY RESPONSE PROCEDURES MANUAL
785,Ings Beck at Wakefield Westgate,8312,0.91,mALD,"-1.509072,53.680366",,Peak Level - 15November 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,November,EMERGENCY RESPONSE PROCEDURES MANUAL
786,Ings Beck at Wakefield Westgate,8312,1.41,mALD,"-1.509072,53.680366",,Peak Level 12 December 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,December,EMERGENCY RESPONSE PROCEDURES MANUAL
787,Ings Beck at Wakefield Westgate,8312,1.77,mALD,"-1.509072,53.680366",,Peal Level - 22 June 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,June,EMERGENCY RESPONSE PROCEDURES MANUAL
788,Ings Beck at Wakefield Westgate,8312,1.91,mALD,"-1.509072,53.680366",,Peak Level - 15 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL
789,Ings Beck at Wakefield Westgate,8312,1.94,mALD,"-1.509072,53.680366",,Peak Level - 21 January 2008,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL
790,Ings Beck at Wakefield Westgate,8312,2.05,mALD,"-1.509072,53.680366",,Peak Level - 25 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL
541,Wyke Beck at Halton,8316,0.54,mALD,"-1.480337,53.800865",,Peak Level - 15 November 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,November,EMERGENCY RESPONSE PROCEDURES MANUAL
542,Wyke Beck at Halton,8316,1.14,mALD,"-1.480337,53.800865",,Peak level - 26 December 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,December,EMERGENCY RESPONSE PROCEDURES MANUAL
543,Wyke Beck at Halton,8316,1.74,mALD,"-1.480337,53.800865",,Peak Level - 23 August 2017,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2017,August,EMERGENCY RESPONSE PROCEDURES MANUAL
807,River Colne at Huddersfield Longroyd Bridge,8317,1.52,mALD,"-1.795095,53.641316",,Peak Level - 25 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL
808,River Colne at Huddersfield Longroyd Bridge,8317,1.53,mALD,"-1.795095,53.641316",,Peak Level - 15 November 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,November,EMERGENCY RESPONSE PROCEDURES MANUAL
809,River Colne at Huddersfield Longroyd Bridge,8317,1.9,mALD,"-1.795095,53.641316",,Peak Level - 06 July 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,July,EMERGENCY RESPONSE PROCEDURES MANUAL
810,River Colne at Huddersfield Longroyd Bridge,8317,1.9,mALD,"-1.795095,53.641316",,Peak Level - 21 January 2008,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL
811,River Colne at Huddersfield Longroyd Bridge,8317,1.7,mALD,,"-1.822544,53.661848","George Street to Folly Hall Properties begin to flood in this area when the gauge records a
level above 1.77m.",Property flooding George Street,"Property flooding on George Street, Huddersfield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
812,River Colne at Huddersfield Longroyd Bridge,8317,1.77,mALD,,"-1.772435,53.643252","Aspley & Bradley Mills Properties begin to flood in this area when the gauge records a
level above 1.77m",Property flooding Aspley,"Property flooding at Aspley, Huddersfield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
813,River Colne at Huddersfield Longroyd Bridge,8317,1.77,mALD,,"-1.782253,53.639263","Colne Rd, Queens Square, Leeds Rd and Hudds Stadium Properties begin to flood in this area when the gauge records a
level above 1.77m",Property flooding Colne Road,"Property flooding on Colne Road, Huddersfield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
814,River Colne at Huddersfield Longroyd Bridge,8317,1.77,mALD,,"-1.762831,53.659753","Colne Rd, Queens Square, Leeds Rd and Hudds Stadium Properties begin to flood in this area when the gauge records a
level above 1.77m",Property flooding Queens Square,"Property flooding on Queens Square, Huddersfield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
815,River Colne at Huddersfield Longroyd Bridge,8317,1.77,mALD,,"-1.760163,53.661073","Colne Rd, Queens Square, Leeds Rd and Hudds Stadium Properties begin to flood in this area when the gauge records a
level above 1.77m",Property flooding Leeds Road,"Property flooding Leeds Road, Huddersfield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
816,River Colne at Huddersfield Longroyd Bridge,8317,1.87,mALD,,"-1.760163,53.661073","Turnbridge Road, Linhurst Road and Leeds Road Properties begin to flood in this area when the gauge records a
level above 1.87m",Property flooding Leeds Road,"Property flooding Leeds Road, Huddersfield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
817,River Colne at Huddersfield Longroyd Bridge,8317,1.87,mALD,,"-1.772382,53.648223","Turnbridge Road, Linhurst Road and Leeds Road Properties begin to flood in this area when the gauge records a
level above 1.87m",Property flooding Turnbridge Road,"Property flooding at Turnbridge Road, Huddersfield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
818,River Colne at Huddersfield Longroyd Bridge,8317,2.29,mALD,,"-1.773645,53.649506","own Terrace, Avenue and Crescent and St. Andrews Rd Properties begin to flood in this area when the gauge records a
level above 2.29m.",Property flooding St Andrew's Road,"Property flooding at St Andrew's Road, Huddersfield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
926,Charlton Brook at High Green,8318,0.86,mALD,"-1.473784,53.467219",,Peak Level on 8th August 2014,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2014,August,EMERGENCY RESPONSE PROCEDURES MANUAL
927,Charlton Brook at High Green,8318,1.27,mALD,"-1.473784,53.467219",,Peak Level - 15 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL
928,Charlton Brook at High Green,8318,1.56,mALD,"-1.473784,53.467219",,Peak Level - 25 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL
929,Charlton Brook at High Green,8318,0.91,mALD,,"-1.477227,53.466762","Chapeltown to North Ecclesfield Properties begin to flood in this area when the gauge records a
level of 0.91m.",Property flooding Chapeltown,"Property flooding at Chapeltown, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
5,Aire Washlands at Allerton Ings,8320,1.27,mALD,,"-1.350663,53.727120",Castleford Car Centre flooded,Flooding at Castleford,Flooding at Castleford car centre,Property Impact,2011,February,Flood Resiliance
6,Aire Washlands at Allerton Ings,8320,1.07,mALD,,"-1.355526,53.734916",Barnsdale Road begins to flood.,Flooding at Barnsdale Road,Flooding on Barnsdale Road,Road Impact,,,Flood Resiliance
450,Aire Washlands at Allerton Ings,8320,1.7,mALD,"-1.366226,53.740078",,Peak Level - December 2002,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2002,December,EMERGENCY RESPONSE PROCEDURES MANUAL
451,Aire Washlands at Allerton Ings,8320,1.78,mALD,"-1.366226,53.740078",,Peak Level - August 2004,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2004,August,EMERGENCY RESPONSE PROCEDURES MANUAL
452,Aire Washlands at Allerton Ings,8320,2.24,mALD,"-1.366226,53.740078",,Peak Level - 23 June 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,June,EMERGENCY RESPONSE PROCEDURES MANUAL
453,Aire Washlands at Allerton Ings,8320,2.24,mALD,"-1.366226,53.740078",,Peak Level - 15 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL
454,Aire Washlands at Allerton Ings,8320,2.62,mALD,"-1.366226,53.740078",,Peak Level - 22 January 2008,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL
455,Aire Washlands at Allerton Ings,8320,2.84,mALD,"-1.366226,53.740078",,Peak Level - 26 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL
456,Aire Washlands at Allerton Ings,8320,1.07,mALD,,"-1.353701,53.731980",Barnsdale Road begins to flood.,Property flooding Barnsdale Road,"Property flooding on Barnsdale Road, Castleford",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
860,River Don at Wharncliffe Side,8323,3.43,mALD,,"-1.537833,53.436374","Station
Lane, Oughtibridge Properties begin to flood in the above flood warning areas
when the gauge records a level above 3.43",Property flooding Station Lane,"Property flooding on Station Lane, Oughtibridge",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
861,River Don at Wharncliffe Side,8323,3.43,mALD,,"-1.509940,53.419456","Winn
Gardens in Sheffield Properties begin to flood in the above flood warning areas
when the gauge records a level above 3.43",Property flooding Winn Gardens,"Property flooding on Winn Gardens, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
862,River Don at Wharncliffe Side,8323,3.55,mALD,,"-1.478062,53.393430","Neepsend and Hillfoot Properties begin to flood in this area when the gauge
records a level above 3.55",Property flooding Neepsend,"Property flooding at Neepsend, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
863,River Don at Wharncliffe Side,8323,3.55,mALD,,"-1.542726,53.317535","Neepsend and Hillfoot Properties begin to flood in this area when the gauge
records a level above 3.55",Property flooding Hillfoot Road,"Property flooding on Hillfoot Road, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
864,River Don at Wharncliffe Side,8323,3.57,mALD,,"-1.537170,53.435928","Waterside Gardens and Forge Lane in Oughtibridge Properties begin to flood in this area when the gauge records a
level above 3.57",Property flooding Waterside Gardens,"Property flooding on Waterside Gardens, Oughtibridge",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
865,River Don at Wharncliffe Side,8323,3.57,mALD,,"-1.537622,53.437249","Waterside Gardens and Forge Lane in Oughtibridge Properties begin to flood in this area when the gauge records a
level above 3.57",Property flooding Forge Lane,"Property flooding on Forge Lane, Oughtibridge",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
866,River Don at Wharncliffe Side,8323,3.61,mALD,,"-1.494981,53.410411","Sheffield
Wednesday and Rawson Spring Road Properties begin to flood in this area when the gauge records a
level above 3.61",Property flooding Rawson Spring Road,"Property flooding on Rawson Spring Road, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
867,River Don at Wharncliffe Side,8323,3.61,mALD,,"-1.500572,53.410737","Sheffield
Wednesday and Rawson Spring Road Properties begin to flood in this area when the gauge records a
level above 3.61",Property flooding Hillsborough,"Property flooding at Hillsborough, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
505,Silsden Beck at Silsden,8326,0.43,mALD,"-1.933535,53.923505",,Peak Level - 26 December 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,December,EMERGENCY RESPONSE PROCEDURES MANUAL
506,Silsden Beck at Silsden,8326,0.45,mALD,"-1.933535,53.923505",,Peak Level - February 2002,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2002,February,EMERGENCY RESPONSE PROCEDURES MANUAL
507,Silsden Beck at Silsden,8326,0.47,mALD,"-1.933535,53.923505",,Peak Level - Summer 2002,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2002,,EMERGENCY RESPONSE PROCEDURES MANUAL
508,Silsden Beck at Silsden,8326,0.51,mALD,"-1.933535,53.923505",,Peak Level - Autumn 2000,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2000,,EMERGENCY RESPONSE PROCEDURES MANUAL
199,Tang Hall Beck at York Wolfe Avenue,8328,2.22,mALD,"-1.057605,53.962611",,27-Feb-10,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2010,February,EMERGENCY RESPONSE PROCEDURES MANUAL
200,Tang Hall Beck at York Wolfe Avenue,8328,2.32,mALD,"-1.057605,53.962611",,26-Jun-07,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL
201,Tang Hall Beck at York Wolfe Avenue,8328,2.4,mALD,"-1.057605,53.962611",,25-Nov-12,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,November,EMERGENCY RESPONSE PROCEDURES MANUAL
202,Tang Hall Beck at York Wolfe Avenue,8328,2.41,mALD,"-1.057605,53.962611",,17-Jul-14,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2014,July,EMERGENCY RESPONSE PROCEDURES MANUAL
248,Bramham Beck at Bramham Screens,8329,1.277,mALD,"-1.355437,53.880307",,26-Feb-12,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,February,EMERGENCY RESPONSE PROCEDURES MANUAL
249,Bramham Beck at Bramham Screens,8329,1.29,mALD,"-1.355437,53.880307",,18-Jan-07,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,January,EMERGENCY RESPONSE PROCEDURES MANUAL
250,Bramham Beck at Bramham Screens,8329,1.315,mALD,"-1.355437,53.880307",,30-Dec-02,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2002,December,EMERGENCY RESPONSE PROCEDURES MANUAL
251,Bramham Beck at Bramham Screens,8329,1.438,mALD,"-1.355437,53.880307",,21-Jan-08,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL
252,Bramham Beck at Bramham Screens,8329,1.682,mALD,,"-1.356090,53.879612",25 Jun 2007 - 10 properties estimated to have flooded,Property flooding Bramham,Property flooding at Bramham,Property Impact,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL
253,Bramham Beck at Bramham Screens,8329,1.2,mALD,,"-1.353168,53.882003","The first property to flood is Troutbeck, 6 New
Road, Bramham, Wetherby",Property flooding New Road,"Property flooding at New Road, Nramham",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
990,Porter Brook at Sheffield Oakbrook Road,8339,0.61,mALD,"-1.521432,53.367798",,Peak Level - 06 July 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,July,EMERGENCY RESPONSE PROCEDURES MANUAL
